Country Name,Country Code,rural_pop_percent_17,food_production_index_17,ag_land_area_17,arable_land_percent_2017,net_migration_2017,hiv_prevalence_2017,mat_mortality_ratio_2017,under5_mortality_ratio_2017,tubercul_incidence_2017,elec_access_2017,ren_energy_percent_2017,ffuel_energy_percent_2017,co2_emissions_2017,pop_air_pollution_2017,foreign_dir_inv_2017,atm_access_2017,adol_fertility_rate_2017,fem_labor_part_rate_2017,male_labor_part_rate_2017,fertility_rate_2017,dpt_immuniz_rate_2017,undernourished_rate_2017,cell_subscriptions_per100,internet_per_mil_2017,military_exp_2017,women_seats_percent_2017,male_bus_start_2017,female_bus_start_2017,patent_apps_2017,sci_articles_2017,pop_density_2017,HDI
Ireland,IRL,37.053,109.430000305176,65.1618522281899,6.69182755116853,118020.0,0.2,5.0,3.4,7.3,37.053,10.1,,7.85873717272184,8.20857673526837,58300808407.7812,89.58,7.515,55.6479988098145,68.5469970703125,1.77,95.0,2.5,103.0630014,38597.4670652754,0.304141143329011,22.1518987341772,11.0,11.0,62.0,7108.63,69.7835389751778,0.951
"Iran, Islamic Rep.",IRN,25.606,97.3399963378906,28.2141015250866,9.01728922615978,-274998.0,0.1,16.0,14.4,14.0,25.606,0.98,,7.76484186444759,38.9787602813703,5019000000.0,77.52,40.635,17.3509998321533,69.7649993896484,2.116,99.0,5.2,107.8997933,225.698803558346,3.10518416947631,5.88235294117647,72.0,73.0,15264.0,46727.38,49.5308627422088,0.785
Iraq,IRQ,29.722,79.3199996948242,21.307079939557,11.5173405078686,39171.0,,79.0,27.9,33.0,29.722,0.57,,4.12965337490792,61.6362357139826,-5032400000.0,2.85,71.733,11.1929998397827,72.5009994506836,3.762,81.0,37.9,88.98326332,10.4120096113234,3.86203201910565,25.3048780487805,26.0,27.0,613.0,2259.36,86.5016515866288,0.671
Iceland,ISL,6.227,107.98999786377,18.6733167082294,1.2069825436409,1900.0,0.1,4.0,2.1,4.5,6.227,80.08,,4.86313324718888,6.48114726265749,-6999892980.93709,88.81,6.269,72.3190002441406,80.9690017700195,1.71,89.0,2.5,119.9878586,57638.322655795,,38.0952380952381,11.5,11.5,36.0,629.31,3.42543640897756,0.946
Israel,ISR,7.664,101.349998474121,28.7892791127542,17.8835489833641,50002.0,,3.0,3.8,3.3,7.664,3.86,,7.52986820267311,21.3811022400146,16892500000.0,121.38,9.607,59.2509994506836,68.9400024414063,3.11,98.0,2.5,127.8529153,6967.62420667256,5.52874121005764,27.5,11.0,11.0,1436.0,12270.41,402.647874306839,0.916
Italy,ITA,29.856,98.0699996948242,43.6070238661862,22.9015774801115,744713.0,0.3,2.0,3.3,7.3,29.856,16.43,,5.43785758887894,16.7507119446607,11138429977.1854,92.38,5.24,40.943000793457,59.3639984130859,1.32,95.0,2.5,138.2337679,7744.06154123773,1.35737055917772,30.952380952381,11.0,11.0,8643.0,71485.25,205.809169103148,0.89
Jamaica,JAM,44.622,102.75,40.9972299168975,11.0803324099723,-56658.0,1.4,80.0,14.6,5.2,44.622,10.98,,2.47188480543721,13.4041505299481,888835228.478601,33.57,52.757,59.0730018615723,71.2679977416992,1.993,93.0,8.8,105.8330321,137.288896923085,0.972264314134326,17.4603174603175,3.0,3.0,11.0,166.37,269.69972299169,0.734
Jordan,JOR,9.253,95.8000030517578,11.3426447398063,2.10633025456184,51099.0,0.1,46.0,16.4,6.7,9.253,5.26,,2.67222840538271,33.0060811782318,2029718309.85915,27.5,25.877,16.9610004425049,62.9329986572266,2.849,99.0,7.7,99.15637314,108.013210925174,4.76490329723558,15.3846153846154,12.0,13.0,26.0,1962.14,110.225726514981,0.728
Japan,JPN,8.465,99.7900009155273,12.1920438957476,11.4156378600823,357800.0,0.1,5.0,2.6,15.0,8.465,6.92,,9.09830498431741,11.7047781866642,18802251208.1069,127.66,3.78,51.0950012207031,70.4940032958984,1.43,99.0,2.5,135.5186644,5971.46615001733,0.931980258561407,10.1075268817204,11.15,11.15,260292.0,101084.19,348.345679012346,0.917
Kazakhstan,KAZ,42.664,111.029998779297,80.0880838611697,10.9853317035226,-90000.0,0.2,10.0,10.5,69.0,42.664,2.02,,11.8961451695073,13.8242883553909,4757396810.52606,74.59,29.75,63.2019996643066,75.9820022583008,2.75,99.0,2.6,147.6397785,1232.24725708979,0.83189500166368,27.1028037383178,9.0,9.0,1055.0,1958.82,6.68140015557284,0.819
Kenya,KEN,73.438,100.430000305176,48.5469304564782,10.1908142109147,-50000.0,4.7,342.0,45.9,319.0,73.438,71.3,,0.377928443573078,28.5783742715702,1346079596.07794,9.43,75.078,71.6439971923828,77.0009994506836,3.572,82.0,24.6,85.25315693,36.5782174703859,1.28911097816314,21.7765042979943,23.0,23.0,135.0,1179.58,88.2404083353832,0.599
Kyrgyz Republic,KGZ,63.865,106.23999786377,54.9535974973931,6.71428571428571,-20000.0,0.2,60.0,20.1,124.0,63.865,24.55,,1.52140949068694,22.737768057102,-107212800.0,33.61,32.763,45.9049987792969,75.0210037231445,3.0,92.0,7.7,136.8066442,103.09444677487,1.57601108875052,19.1666666666667,10.0,10.0,137.0,107.1,32.3159541188738,0.696
Cambodia,KHM,77.02,111.51000213623,31.5318377520961,22.1561296170406,-149999.0,0.6,160.0,29.0,329.0,77.02,56.25,,0.792658642786172,25.6142918675755,2788084321.65816,16.72,50.177,76.4209976196289,86.8529968261719,2.53,93.0,7.7,116.0128584,55.1550515937093,2.07138350098391,20.3252032520325,99.0,99.0,,120.26,90.6946125084976,0.585
Kiribati,KIR,46.738,101.050003051758,41.9753086419753,2.46913580246914,-3999.0,,92.0,54.5,422.0,46.738,41.15,,0.788415578883417,10.6408558565694,784797.254894666,,16.177,,,3.61,90.0,3.5,40.4027751,26.2805182518199,,6.52173913043478,31.0,31.0,,2.54,140.92962962963,0.628
St. Kitts and Nevis,KNA,69.227,94.0400009155273,23.0769230769231,19.2307692307692,,,,16.2,2.2,69.227,1.6,,4.61219145659893,,48026116.1448074,88.44,,,,,98.0,,147.7144779,3113.22930279038,,13.3333333333333,18.5,18.5,,28.32,200.138461538462,0.773
"Korea, Rep.",KOR,18.497,97.370002746582,17.1951594708235,14.323659111886,58657.0,,11.0,3.3,70.0,18.497,2.84,,12.2002860229015,25.0394253880491,17912900000.0,272.59,1.379,53.0289993286133,73.9869995117188,1.052,97.0,2.5,124.5854293,1198.94292873955,2.42148913266294,17.0,8.0,8.0,159084.0,63979.21,526.734806686494,0.914
Kuwait,KWT,0.0,108.870002746582,8.49607182940516,0.482603815937149,197600.0,,12.0,8.7,28.0,0.0,0.02,,22.368767688025,60.7451595380732,113012065.007347,65.98,8.194,50.7299995422363,88.8040008544922,2.083,99.0,2.5,176.0024349,484.208730451059,5.60746068078644,3.07692307692308,38.0,39.0,,861.13,227.615151515152,0.807
Lao PDR,LAO,65.632,98.4199981689453,10.5892547660312,6.93240901213172,-73518.0,0.3,185.0,49.4,168.0,65.632,50.58,,2.73981221097109,25.1095383439169,1693080810.93877,25.74,65.41,75.9189987182617,78.8519973754883,2.709,84.0,5.6,53.38406897,16.3957272734725,,27.5167785234899,174.0,174.0,3.0,76.98,30.1257842287695,0.609
Lebanon,LBN,11.571,106.300003051758,64.3206256109482,12.9032258064516,-150060.0,0.1,29.0,7.7,10.0,11.571,3.97,,4.29951546789187,30.6211105076066,2522409653.4,37.99,14.5,21.4109992980957,65.9130020141602,2.097,83.0,6.7,64.50864324,119.219171615924,4.50513980065137,3.125,15.0,15.0,,1537.56,666.605376344086,0.747
Liberia,LBR,49.303,98.3199996948242,19.9727990033223,5.19102990033223,-25000.0,1.3,661.0,84.3,308.0,49.303,84.77,,0.272211611226894,17.9841124551525,247842983.01405,2.73,135.962,71.9980010986328,81.8119964599609,4.387,80.0,36.6,56.56895266,1.91398793422006,0.940009270135755,9.85915492957746,6.0,6.0,,24.52,48.8187707641196,0.48
Libya,LBY,20.183,99.9599990844727,8.72387101174171,0.977528217602328,-9997.0,0.1,72.0,12.3,40.0,20.183,2.72,,8.38205769296354,54.2546817939319,0.0,3.66,5.769,33.9710006713867,61.0429992675781,2.277,96.0,,91.4792962,938.194784980313,,15.9574468085106,35.0,35.0,,172.36,3.74002466553758,0.721
St. Lucia,LCA,81.388,102.389999389648,17.3770491803279,4.91803278688525,0.0,,117.0,23.0,7.0,81.388,10.22,,2.92890481826847,22.4008171246298,89941452.0910667,42.93,40.536,64.693000793457,76.1100006103516,1.448,80.0,,97.64581054,193.418253156862,,16.6666666666667,11.0,11.0,3.0,2.43,296.647540983607,0.758
Liechtenstein,LIE,85.685,99.01,32.25,13.5,,,,,,85.685,55.33,,4.23224431751676,,38999586460.5875,,,,,1.44,,,122.7566138,23912.1809284486,,12.0,,,,33.89,236.28125,0.919
Sri Lanka,LKA,81.616,83.1800003051758,44.5963194545425,21.3303604607952,-489932.0,0.1,36.0,7.8,64.0,81.616,49.33,,1.08934903051444,11.0996172423996,1372723043.13402,,20.926,36.1990013122559,73.7949981689453,2.206,99.0,5.9,133.4676273,305.213579556053,2.11969664088295,5.77777777777778,9.0,9.0,277.0,1181.27,346.46890601522,0.779
Lesotho,LSO,72.27,112.970001220703,79.6442687747035,13.6363636363636,-50234.0,23.1,544.0,91.0,681.0,72.27,39.62,,0.334682896594014,28.0286535158261,42168784.1137567,14.48,92.726,57.4790000915527,72.7929992675781,3.171,87.0,26.0,113.8305187,20.0809741376178,1.95305561248552,22.1311475409836,29.0,29.0,,21.03,68.8910408432148,0.522
Lithuania,LTU,32.484,100.730003356934,46.8590859022046,33.5834357689054,-163902.0,,8.0,4.4,51.0,32.484,33.78,,3.9669029721114,11.8532823587456,1383731106.4056,46.69,10.854,55.8209991455078,66.3789978027344,1.63,94.0,2.5,153.2757272,13058.2523070439,1.71207046761202,21.2765957446809,5.5,5.5,81.0,2404.65,45.1525837710126,0.876
Luxembourg,LUX,9.273,104.660003662109,53.9744855967078,25.5300411522634,48704.0,,5.0,2.8,6.2,9.273,15.33,,15.0921628075447,10.3646374004433,-6815331955.0,115.48,4.727,54.9580001831055,63.6259994506836,1.39,99.0,2.5,134.1420148,43014.3409084811,0.580999596589669,28.3333333333333,16.5,16.5,156.0,814.16,245.405761316872,0.913
Latvia,LVA,31.925,106.110000610352,31.1222025438738,20.7696023184672,-74186.0,,19.0,4.4,32.0,31.925,42.6,,3.66585517686674,13.4264575158321,1153575224.71464,61.96,16.171,55.1590003967285,67.7839965820313,1.69,98.0,2.5,126.2941822,11948.0107586673,1.59482150331213,16.0,5.5,5.5,90.0,1602.91,31.2710996618902,0.863
Morocco,MAR,38.092,108.440002441406,67.373963701546,16.7546493390096,-257096.0,0.1,70.0,21.2,100.0,38.092,10.45,,1.78520956855919,32.5935414574286,2680109856.21237,27.21,31.034,23.128999710083,68.8539962768555,2.451,99.0,3.7,123.4247246,284.278883120965,3.18304123871317,20.5063291139241,9.0,9.0,198.0,4707.82,79.7249764732243,0.68
Moldova,MDA,57.443,115.669998168945,70.456065673457,52.8428093645485,-6935.0,0.7,19.0,15.3,95.0,57.443,26.07,,2.92542221521114,16.2510327081515,149520000.0,47.38,22.415,39.4119987487793,45.3019981384277,1.259,88.0,,92.28905501,3655.32575627242,0.319318626147296,22.7722772277228,5.0,5.0,73.0,257.06,95.9083092561005,0.746
Madagascar,MDG,63.478,98.0999984741211,70.2904778274321,5.15641113784806,-7500.0,0.2,335.0,55.5,233.0,63.478,81.32,,0.135703194535699,22.5422828750867,464856589.648809,2.8,109.59,83.7249984741211,88.9059982299805,4.13,65.0,42.3,34.14284,4.92755111542354,0.580022349565689,19.205298013245,8.0,8.0,9.0,138.99,43.9506892402888,0.527
Maldives,MDV,60.62,101.040000915527,26.3333333333333,13.0,56851.0,,53.0,8.3,34.0,60.62,1.25,,3.74699336883934,7.79582079890031,457808313.566538,29.61,7.81,38.0460014343262,68.5009994506836,1.906,99.0,,181.3288423,421.033122615321,,5.88235294117647,12.0,12.0,,7.06,1654.66,0.734
Mexico,MEX,20.133,108.209999084473,55.024048972453,12.2971269837187,-300000.0,0.3,33.0,15.2,23.0,20.133,9.99,,3.77937243640135,20.9211157874081,33225201397.0,55.62,60.365,42.7589988708496,77.2249984741211,2.157,85.0,6.1,91.62670695,185.482416893595,0.436510296383438,42.6,8.415,8.415,1334.0,16004.9,64.1875181974845,0.776
Marshall Islands,MHL,23.366,126.669998168945,47.7777777777778,11.1111111111111,,,,33.5,439.0,23.366,11.75,,3.10061507850683,10.2413322193799,5835497.47968519,6.18,,,,,80.0,,27.55864825,103.353831843316,,9.09090909090909,17.0,17.0,,0.72,322.516666666667,0.702
North Macedonia,MKD,42.252,83.620002746582,50.1982553528945,16.5344964314036,-4999.0,,7.0,9.6,13.0,42.252,19.0,,3.75511807742438,29.7269445083568,380738977.544776,59.42,15.723,42.7299995422363,67.6750030517578,1.43,91.0,2.7,96.44629481,499.879007106284,0.895041406541028,37.5,15.0,15.0,,498.61,82.2562252180809,0.77
Mali,MLI,58.428,108.51000213623,33.7660528278383,5.25409977134708,-200000.0,1.0,562.0,100.9,55.0,58.428,76.37,,0.279812002430293,38.5266061638458,560747464.368764,4.88,169.127,58.0839996337891,80.5459976196289,5.968,77.0,6.3,119.0233265,7.67052232853938,3.02663551651214,8.84353741496599,11.0,11.0,,100.89,15.1717593161721,0.431
Malta,MLT,5.45399999999999,95.379997253418,32.4375,28.34375,4501.0,,6.0,6.6,11.0,5.45399999999999,7.27,,3.2478701470014,13.9095433663149,3890244436.94056,54.81,12.879,46.935001373291,68.9290008544922,1.26,98.0,2.5,138.093955,14102.5942363125,0.490383374106291,11.9402985074627,16.0,16.0,5.0,395.95,1462.496875,0.894
Myanmar,MMR,69.678,103.230003356934,19.7164478622528,16.9451125170422,-816564.0,,250.0,48.5,355.0,69.678,59.92,,0.60881351032485,35.5574529190767,4804272487.31986,4.38,28.509,47.3269996643066,76.6669998168945,2.168,89.0,8.1,89.81715795,9.90961067574909,3.64893211419969,10.161662817552,14.0,14.0,,141.03,81.7759478545934,0.579
Montenegro,MNE,33.523,98.7600021362305,19.0557620817844,0.684014869888476,-2400.0,0.1,6.0,3.2,14.0,33.523,37.77,,3.6473304287405,20.7818135501738,560665419.031984,80.98,9.313,47.4630012512207,62.2239990234375,1.78,87.0,2.5,166.4651995,223.33873738096,1.36277638600831,23.4567901234568,12.0,12.0,,284.38,46.2730855018587,0.826
Mongolia,MNG,31.637,107.349998474121,72.8635713833453,0.849385399466266,-4262.0,0.1,45.0,17.6,428.0,31.637,3.19,,6.28816089075624,40.1128490470476,1494350363.46922,93.11,30.993,53.8870010375977,65.5029983520508,2.914,99.0,6.3,124.805205,1527.07891481373,0.765300910765107,17.1052631578947,12.0,12.0,124.0,146.56,1.9995358500603,0.735
Mozambique,MOZ,64.545,113.330001831055,52.4319031511483,7.18482158752766,-25000.0,11.9,289.0,78.0,361.0,64.545,78.9,,0.251666664682199,21.2986954591341,2319071971.47682,11.07,148.626,78.2419967651367,79.8050003051758,4.922,88.0,31.4,41.45170351,7.74895967598458,0.987964415251795,39.6,17.0,17.0,24.0,133.25,36.4315051247489,0.452
Mauritania,MRT,47.176,102.569999694824,38.4796740079558,0.388085766954497,25002.0,0.3,766.0,77.7,97.0,47.176,26.54,,0.814928939956489,47.4229917763898,588217194.758539,10.24,71.049,27.7689990997314,62.9370002746582,4.619,81.0,8.6,95.13345958,4.20307188513845,2.04227341090281,25.1700680272109,6.0,6.0,,16.07,4.15502280003881,0.542
Mauritius,MUS,59.159,97.620002746582,42.3645320197044,36.9458128078818,0.0,1.7,61.0,14.9,12.0,59.159,9.42,,3.29745153362645,14.4578273223582,479995890.3,43.49,25.735,44.5989990234375,72.8399963378906,1.44,94.0,5.9,145.4726338,379.562759516152,0.171040745755149,11.5942028985507,5.0,6.0,1.0,168.32,622.962068965517,0.801
Malawi,MWI,83.286,117.300003051758,59.9278744166313,38.1841323716589,-80263.0,9.1,349.0,46.2,162.0,83.286,75.94,,0.0673450514785243,23.5659214726087,90200000.0,4.97,132.671,73.0640029907227,82.1070022583008,4.302,88.0,16.5,43.98651266,10.4130158623621,0.764642847745728,16.6666666666667,37.0,37.0,,228.59,187.422496817989,0.478
Malaysia,MYS,24.553,102.449996948242,26.0873535230558,2.51407700502207,249999.0,0.4,29.0,8.3,94.0,24.553,5.22,,7.31787557576794,16.0358087060705,9368469822.66146,50.86,13.414,50.9580001831055,77.0970001220703,2.019,99.0,3.4,136.1163217,4917.78481388075,1.10086472559671,10.3603603603604,23.0,24.0,1166.0,22257.81,94.6725155988434,0.805
Namibia,NAM,50.995,105.930000305176,47.1401328814877,0.971711061715799,-24030.0,12.4,195.0,44.9,565.0,50.995,29.94,,1.77722430066078,25.3587653984573,280476974.998847,70.43,63.627,55.4669990539551,64.3050003051758,3.447,88.0,20.0,111.552451,119.452781397664,3.34616994997332,41.3461538461538,54.0,54.0,10.0,115.28,2.918319182791,0.645
Niger,NER,83.65,111.459999084473,36.788505565643,13.9733164916713,20001.0,0.2,509.0,86.6,90.0,83.65,82.01,,0.0884161494840941,94.0538176774282,338710710.13916,1.73,186.538,62.3190002441406,84.9810028076172,7.001,85.0,,40.63849996,0.462911785493344,2.48694577737155,16.9590643274854,8.0,8.0,,58.63,17.0540680508408,0.391
Nigeria,NGA,50.481,105.790000915527,75.7163169625701,37.3310495514784,-300000.0,1.4,917.0,122.5,219.0,50.481,82.32,,0.568440060120107,71.7981743753326,2412974916.23264,16.33,107.33,49.9339981079102,60.076000213623,5.457,55.0,10.0,75.92482161,222.812786330397,0.430671215107113,5.55555555555556,18.92,18.92,100.0,4432.57,209.573489464958,0.534
Nicaragua,NIC,41.701,111.709999084473,42.0890809373442,12.4979225527672,-106360.0,0.2,98.0,17.9,44.0,41.701,48.91,,0.858282657705677,17.6141804489581,1035400000.0,17.57,84.99,49.0859985351563,82.6839981079102,2.43,98.0,17.6,128.1139122,122.320940389607,0.623899055393545,45.6521739130435,14.0,14.0,,41.43,53.0566976898787,0.659
Netherlands,NLD,8.923,103.129997253418,54.024354024354,30.7989307989308,80000.0,0.2,5.0,4.0,5.2,8.923,6.36,,9.09213141299035,12.0344080729237,213647718972.371,44.59,3.788,58.7849998474121,69.3529968261719,1.62,94.0,2.5,120.6250011,70412.1276055238,1.15680366756712,36.0,3.5,3.5,2241.0,31048.39,508.8,0.942
Norway,NOR,18.129,101.349998474121,2.69802260586406,2.19512352770146,140000.0,,2.0,2.5,5.1,18.129,61.09,,7.14804433544094,6.95651980294718,5900604723.78859,36.37,5.141,61.4819984436035,65.9550018310547,1.62,96.0,2.5,107.9930692,14572.5727349493,1.71949716299962,41.4201183431953,4.0,4.0,1152.0,11670.76,14.4525778384356,0.956
Nepal,NPL,80.664,106.180000305176,28.7478200209278,14.7450296477154,208549.0,0.1,186.0,32.1,253.0,80.664,76.41,,0.45163909685771,99.7343737198505,196265098.563575,10.97,65.121,82.2429962158203,84.8349990844727,1.967,90.0,4.2,130.629366,158.218445824405,1.70854454316297,29.5798319327731,18.5,18.5,20.0,674.78,192.763739100105,0.596
New Zealand,NZL,13.534,97.3300018310547,40.4238350233565,1.86472219057385,74403.0,0.1,9.0,5.2,7.4,13.534,30.22,,6.84103380114172,5.95600112941562,2390035935.47737,65.57,19.27,65.5650024414063,76.5530014038086,1.81,94.0,2.5,136.1113084,14919.1873026425,1.14630692274526,38.3333333333333,0.5,0.5,1014.0,7970.15,18.2811135163875,0.928
Oman,OMN,16.44,125.150001525879,4.69117932148627,0.223909531502423,437000.0,,19.0,11.2,6.7,16.44,0.0,,15.4160182362892,41.1152382655137,2917295188.55657,37.58,13.056,30.0400009155273,88.5370025634766,2.92,99.0,8.4,148.8216278,141.879661186225,9.63578793806571,1.17647058823529,4.0,5.0,4.0,785.83,15.075689822294,0.813
Pakistan,PAK,63.558,117.089996337891,48.0009858862599,40.486197592362,-1166895.0,0.1,140.0,71.6,267.0,63.558,42.09,,0.956344699040279,58.2824187715197,2496000000.0,10.0,38.802,22.3020000457764,78.9909973144531,3.562,75.0,12.1,69.51482483,115.066308024181,3.77444886134427,20.5882352941176,19.5,19.5,193.0,11487.23,269.699836550436,0.552
Panama,PAN,32.635,103.069999694824,30.4776038855909,7.62277388019428,56000.0,0.9,52.0,15.9,57.0,32.635,23.6,,2.46666234398687,11.4000543321554,4082062468.94,70.48,81.828,49.4860000610352,75.6419982910156,2.487,81.0,7.5,128.5729731,2151.32888084146,0.0,18.3098591549296,6.0,6.0,33.0,176.81,55.4069616837561,0.812
Peru,PER,22.28,103.480003356934,18.48984375,2.725,495345.0,0.3,88.0,14.4,119.0,22.28,27.59,,1.72590905772025,24.786728048654,7413409959.49823,107.5,56.882,69.4209976196289,84.7870025634766,2.275,83.0,7.6,123.7597545,218.576982746539,1.24631280351362,27.6923076923077,41.0,41.0,100.0,1378.89,24.56585859375,0.771
Philippines,PHL,53.318,104.019996643066,41.7211657779119,18.7476942683704,-335758.0,0.1,121.0,28.5,554.0,53.318,27.68,,1.26933814075583,18.0697989132741,10256442398.8834,28.14,54.154,44.9799995422363,73.4189987182617,2.64,82.0,10.9,114.0711091,87.8458058609972,1.24707707471824,29.4520547945205,39.0,39.0,323.0,1855.39,352.728044404199,0.711
Palau,PLW,20.635,,9.34782608695652,0.652173913043478,,,,18.6,129.0,20.635,0.05,,14.5993593387196,,27484632.723017,45.85,,,,,97.0,,,224.605536526475,,12.5,28.0,28.0,,5.96,38.7152173913043,0.822
Papua New Guinea,PNG,86.898,102.330001831055,2.62774367354149,0.662456388287771,-3999.0,0.8,145.0,48.2,432.0,86.898,54.45,,0.901868435946176,12.2944182563739,161470622.807911,8.59,52.655,46.8940010070801,48.5400009155273,3.61,36.0,25.1,47.61771578,31.0498720200122,0.403221124224947,0.0,41.0,41.0,,57.68,18.6327739257166,0.549
Poland,POL,39.895,106.430000305176,47.2321107808877,35.6216728175316,-146976.0,,2.0,4.6,17.0,39.895,11.12,,8.23861537513202,20.8778222190899,11762000000.0,71.87,10.538,48.4070014953613,65.1490020751953,1.48,96.0,2.5,132.9502666,6534.93448528243,1.89493098674011,28.0434782608696,37.0,37.0,3924.0,34675.67,124.0237303635,0.877
Portugal,PRT,35.348,110.23999786377,39.1657431423406,10.3051494668448,-30001.0,0.5,8.0,3.6,20.0,35.348,24.42,,5.17751927915252,8.16075224791735,10683844360.5991,167.99,8.38,54.0740013122559,64.5449981689453,1.38,98.0,2.5,114.341985,12464.7825791482,1.68333673597554,34.7826086956522,6.5,6.5,644.0,14391.44,112.441815784188,0.86
Paraguay,PRY,38.7,109.959999084473,54.7143216712812,11.7115529826328,-82780.0,0.4,129.0,20.9,43.0,38.7,60.12,,1.17371957825559,11.9090808488171,498528922.997028,27.01,70.504,56.6459999084473,83.3499984741211,2.453,91.0,7.8,108.7550409,186.834012469386,0.892393871863996,13.75,35.0,35.0,,135.43,17.2843141203121,0.727
West Bank and Gaza,PSE,24.106,105.870002746582,,,-52816.0,,27.0,18.1,0.76,24.106,10.51,,,33.2256303758951,183950642.861711,23.88,52.766,17.367000579834,70.1070022583008,3.738,99.0,,84.17979591,547.723188781552,,,43.0,44.0,,324.96,740.000830564784,0.708
Qatar,QAT,0.921999999999997,111.370002746582,5.83115752828547,1.21845082680592,200000.0,0.1,9.0,7.0,25.0,0.921999999999997,0.07,,32.1279896721864,91.1873279323164,985989010.989011,56.95,9.922,58.3030014038086,95.8290023803711,1.886,97.0,,146.3838592,401.14110514558,,9.75609756097561,9.5,10.5,19.0,1385.2,237.138990426458,0.845
Romania,ROU,46.064,115.879997253418,58.1449930458971,37.1305632823366,-369997.0,0.1,19.0,7.9,72.0,46.064,23.35,,3.78840567563889,14.6113401886611,5952909608.10492,66.83,36.211,45.9119987487793,64.6510009765625,1.71,82.0,2.5,113.9718904,12254.4025986391,1.72107168738577,20.6686930091185,12.0,12.0,1098.0,11039.56,85.1387126216968,0.823
Russian Federation,RUS,25.708,107.400001525879,13.1584362579663,7.42809828740168,912279.0,,17.0,6.9,59.0,25.708,3.25,,11.0351974713293,16.1602238064949,28557440000.0,164.04,20.699,55.6559982299805,71.3470001220703,1.621,97.0,2.5,156.187408,3541.09721465756,4.24899605173948,15.7777777777778,10.1,10.1,22777.0,70825.09,8.8232207375402,0.823
Rwanda,RWA,82.875,113.959999084473,73.4373733279287,46.6842318605594,-44998.0,2.7,248.0,44.6,58.0,82.875,85.98,,0.0993242659369917,43.2102171630293,274025990.659944,5.66,39.114,83.8759994506836,83.088996887207,4.088,98.0,34.5,73.61026382,18.279002684259,1.26467491445117,61.25,4.0,4.0,4.0,127.1,485.648966355898,0.54
Saudi Arabia,SAU,16.378,112.129997253418,80.7694132642381,1.59883518088655,674895.0,0.1,17.0,8.1,10.0,16.378,0.02,,16.466783296664,87.9454466778152,1418843613.80048,74.1,7.324,20.1389999389648,78.5640029907227,2.373,98.0,3.7,121.4789509,166.791621918769,10.2238481379874,19.8675496688742,17.0,19.0,909.0,10041.39,15.3981192637078,0.854
Sudan,SDN,65.63,102.209999084473,36.8725522947601,10.7196314288324,-250001.0,0.2,295.0,62.0,77.0,65.63,60.47,,0.513556824758201,55.3708344433937,1065298481.41867,5.39,63.993,29.3540000915527,69.6259994506836,4.469,95.0,11.8,70.18317784,1.93563888015401,3.50716608687275,30.5164319248826,36.0,37.0,281.0,324.18,22.0703754556916,0.506
Senegal,SEN,53.26,136.820007324219,46.1122941879188,16.6207863709552,-100001.0,0.4,315.0,44.0,120.0,53.26,37.93,,0.635564900496795,40.6958258953758,588292997.958708,5.7,72.725,34.4930000305176,57.6510009765625,4.697,93.0,7.9,102.1986069,8.8200841617619,1.47106300006988,41.8181818181818,6.0,6.0,,368.29,80.0880590037916,0.516
Singapore,SGP,0.0,134.990005493164,0.930888575458392,0.78984485190409,135142.0,0.2,8.0,2.6,47.0,0.0,0.67,,8.75584179644938,19.0782564997534,99210311928.5986,63.1,3.53,62.1389999389648,78.9789962768555,1.16,96.0,,146.8437245,58690.3334543186,2.98418209999129,23.0,2.5,2.5,1609.0,11840.57,7915.73060648801,0.936
Solomon Islands,SLB,76.714,101.519996643066,4.18006430868167,0.714540907466953,-7998.0,,104.0,21.4,73.0,76.714,48.98,,0.550288499032335,11.8791218449166,42883975.6278544,11.86,78.003,83.9300003051758,87.9349975585938,4.434,83.0,17.6,73.1607653,61.3178623649828,,2.0,9.0,9.0,,10.5,22.7234726688103,0.564
Sierra Leone,SLE,58.364,98.9300003051758,54.7104461069548,21.9451371571072,-21000.0,1.6,1120.0,120.7,301.0,58.364,74.61,,0.125527029590569,21.6259466795766,413724476.112752,,112.828,56.6510009765625,56.8199996948242,4.359,90.0,26.2,88.46989546,1.86955150928226,1.0938168966116,12.396694214876,8.0,8.0,,42.8,103.746564145193,0.447
El Salvador,SLV,28.725,103.019996643066,71.1689189189189,30.7432432432432,-202694.0,0.5,46.0,14.3,72.0,28.725,24.99,,0.998728283051631,24.4722922946922,503801415.183001,37.24,69.459,44.7290000915527,75.0370025634766,2.059,85.0,9.1,148.3697097,61.5204088085954,1.04446941634216,32.1428571428571,16.5,16.5,4.0,31.65,308.307142857143,0.67
Serbia,SRB,44.058,90.6800003051758,39.0921564143609,29.6707066087354,20000.0,0.1,12.0,5.9,19.0,44.058,20.0,,6.7427656495243,24.7263581904237,2894615965.23761,45.43,14.706,46.2550010681152,62.1629981994629,1.49,95.0,4.0,123.1427546,5802.56715062461,1.83750752661995,34.4,5.5,5.5,171.0,4916.94,80.275074319689,0.803
South Sudan,SSD,80.654,102.809997558594,45.1514634016352,,-870998.0,2.2,1150.0,97.9,227.0,80.654,28.63,,0.139311838090177,45.5775055664158,1420000.0,0.51,62.04,72.2809982299805,75.2620010375977,4.775,47.0,,25.56130126,0.183305052418829,2.35453775832203,28.4595300261097,13.0,13.0,,6.4,17.2654105724038,0.429
